trials.thisRepN,resp_Q.corr,Participant,Group,targetOnset.rt,FreqBNCSpoken.log
0,1,572187,L2,0.2949273,4.828313737
0,1,716031,L2,0.5311897,4.828313737
0,1,147512,L2,0.5269164,4.828313737
0,0,922683,L2,0.614482,4.828313737
1,1,15711,L2,0.0101298,4.828313737
0,1,672285,L2,0.4823228,4.828313737
1,1,697259,L2,0.3674246,4.828313737
1,1,159491,L2,0.1686976,4.828313737
0,1,544005,L2,0.6904068,4.828313737
0,1,886168,L2,0.4678875,4.828313737
0,1,631538,L2,0.7148292,4.828313737
1,1,702640,L2,0.4993705,4.828313737
0,1,379265,L2,0.6694553,4.828313737
0,1,864280,L2,0.6431984,4.828313737
0,1,331100,L2,0.7367128,4.828313737
1,1,959490,L2,0.232896,4.828313737
0,1,187490,L2,0.5767384,4.828313737
1,1,248930,L2,-1.4853577,4.828313737
0,1,901980,L2,0.6059018,4.828313737
0,1,586804,L2,0.5286262,4.828313737
1,0,922683,L2,0.2874877,4.828313737
1,1,843976,L2,0.4761507,4.828313737
1,0,452163,L2,0.4229557,4.828313737
1,1,147512,L2,0.7472642,4.828313737
0,1,871398,L2,0.5510057,4.828313737
0,1,790740,L2,0.1373281,4.828313737
1,1,85913,L2,0.3871219,4.828313737
1,1,316397,L2,0.2394147,4.828313737
1,1,607827,L2,0.5567663,4.828313737
1,1,501349,L2,0.2976004,4.828313737
1,1,617211,L2,0.5187838,4.828313737
1,1,672285,L2,0.4193076,4.828313737
1,1,648557,L2,0.6749014,4.828313737
1,1,917009,L2,0.3608164,4.828313737
0,1,697259,L2,0.4005808,4.828313737
1,1,3121,L2,0.4981023,4.828313737
0,1,767065,L2,0.4834,4.828313737
1,1,864280,L2,0.3548476,4.828313737
1,1,544005,L2,0.3470017,4.828313737
1,1,331100,L2,0.1781672,4.828313737
0,1,792988,L2,0.4638146,4.828313737
1,1,774770,L2,0.4039843,4.828313737
1,0,69771,L2,0.3229958,4.828313737
0,1,702640,L2,0.5671943,4.828313737
1,1,631538,L2,1.0731887,4.828313737
1,1,154393,L2,0.0111268,4.828313737
0,1,617211,L2,0.5566728,4.828313737
1,0,183117,L2,0.3383708,4.828313737
1,1,790740,L2,0.1509983,4.828313737
1,1,336257,L2,0.0089399,4.828313737
1,1,447513,L2,0.6055889,4.828313737
0,1,752128,L2,0.3192456,4.828313737
0,1,717501,L2,0.5067711,4.828313737
0,1,700064,L2,0.4543707,4.828313737
0,1,648557,L2,0.0753506,4.828313737
1,1,586804,L2,0.4798717,4.828313737
0,1,911462,L2,1.5184399,4.828313737
1,1,735448,L2,0.1669217,4.828313737
1,1,700064,L2,0.1076154,4.828313737
0,1,108486,L2,0.9078444,4.828313737
0,1,929015,L2,0.6273975,4.828313737
1,0,697760,L2,0.7190636,4.828313737
1,1,871398,L2,0.1340272,4.828313737
1,1,998663,L2,0.4439515,4.828313737
1,1,302458,L2,0.1076171,4.828313737
0,1,251621,L2,1.3543501,4.828313737
0,1,959490,L2,0.3674601,4.828313737
0,1,862825,L2,0.0535213,4.828313737
1,1,767065,L2,0.5092943,4.828313737
0,1,306328,L2,0.6310925,5.811140993
0,1,697259,L2,0.5061121,5.811140993
0,1,183117,L2,1.0056185,5.811140993
0,1,447513,L2,0.6495299,5.811140993
1,1,336257,L2,0.3117836,5.811140993
1,1,767065,L2,0.5215625,5.811140993
1,1,886168,L2,0.228597,5.811140993
0,1,702640,L2,0.448897,5.811140993
0,1,159491,L2,0.287669,5.811140993
1,1,447513,L2,0.4294447,5.811140993
1,1,251621,L2,0.7779651,5.811140993
0,1,316397,L2,0.733334,5.811140993
0,1,187490,L2,0.4523399,5.811140993
0,1,69771,L2,0.6224661,5.811140993
1,1,917009,L2,0.2974107,5.811140993
0,1,617211,L2,0.5110638,5.811140993
1,1,306328,L2,0.5169799,5.811140993
1,1,843976,L2,0.2902179,5.811140993
0,1,607827,L2,0.3528765,5.811140993
0,1,700064,L2,0.3074292,5.811140993
0,1,862825,L2,0.3851277,5.811140993
1,1,752128,L2,0.3693198,5.811140993
0,1,672285,L2,0.5001666,5.811140993
0,0,790740,L2,0.3862959,5.811140993
0,1,783049,L2,0.5890277,5.811140993
0,1,3121,L2,0.4891581,5.811140993
1,1,672285,L2,0.3535003,5.811140993
0,1,251621,L2,0.4840499,5.811140993
1,1,302458,L2,0.2985812,5.811140993
0,1,154393,L2,0.3697443,5.811140993
1,1,331100,L2,0.3312436,5.811140993
1,1,922683,L2,0.4451807,5.811140993
0,1,959490,L2,0.4009646,5.811140993
1,1,379265,L2,0.2967806,5.811140993
0,1,774770,L2,1.3587076,5.811140993
0,1,302458,L2,0.4458339,5.811140993
0,1,452163,L2,0.3815789,5.811140993
0,1,792988,L2,0.4099676,5.811140993
0,1,173085,L2,0.3852401,5.811140993
0,1,911462,L2,0.8201941,5.811140993
0,1,929015,L2,0.3467742,5.811140993
1,1,617211,L2,0.5441912,5.811140993
0,1,901980,L2,0.3706889,5.811140993
1,1,697259,L2,0.7516326,5.811140993
0,1,871398,L2,0.7789997,5.811140993
1,1,964675,L2,0.5153772,5.811140993
1,1,929015,L2,0.2898153,5.811140993
1,1,452163,L2,0.3429546,5.811140993
1,1,15711,L2,0.314756,5.811140993
0,1,379265,L2,0.3884824,5.811140993
0,1,586804,L2,0.5056078,5.811140993
1,1,69771,L2,0.4785809,5.811140993
1,1,700064,L2,0.4872435,5.811140993
0,1,514305,L2,0.3267674,5.811140993
1,1,864280,L2,0.4087752,5.811140993
0,1,373596,L2,0.4153287,5.811140993
1,1,959490,L2,0.3475846,5.811140993
1,1,871398,L2,0.8212134,5.811140993
0,1,648557,L2,0.4525285,5.811140993
1,1,216249,L2,0.2888493,5.811140993
0,1,752128,L2,0.3571991,5.811140993
0,1,922683,L2,0.3876155,5.811140993
1,1,154393,L2,0.2921307,5.811140993
1,1,607827,L2,0.2780341,5.811140993
0,1,631538,L2,0.4175628,5.811140993
0,1,85913,L2,0.3832622,5.811140993
0,1,697760,L2,0.6254497,5.811140993
0,1,964675,L2,0.3933259,5.811140993
1,1,108486,L2,1.1055554,5.811140993
1,1,159491,L2,0.361014,5.811140993
0,1,735448,L2,0.3567932,5.811140993
1,1,862825,L2,0.4728694,5.811140993
1,1,792988,L2,0.4353298,5.811140993
1,1,248930,L2,-0.7077361,5.811140993
1,1,998663,L2,0.2962708,5.811140993
0,1,544005,L2,0.5854988,5.811140993
0,1,108486,L2,0.5841637,5.811140993
0,1,998663,L2,0.3265985,5.811140993
1,1,901980,L2,0.283547,5.811140993
1,1,911462,L2,0.4296463,5.811140993
0,1,864280,L2,1.0302869,5.811140993
1,1,631538,L2,0.3505977,5.811140993
0,1,216249,L2,0.3702184,5.811140993
1,1,790740,L2,0.3588301,5.811140993
1,1,783049,L2,0.4732073,5.811140993
0,1,843976,L2,0.3424512,5.811140993
1,1,717501,L2,0.8641678,5.811140993
1,1,702640,L2,0.5233614,5.811140993
1,1,514305,L2,0.3471563,5.811140993
0,1,716031,L2,0.5110256,5.811140993
1,1,183117,L2,0.633775,5.811140993
0,1,917009,L2,0.3309309,5.811140993
0,1,147512,L2,0.2675034,5.811140993
0,1,248930,L2,-0.7085672,5.811140993
1,1,173085,L2,0.3327048,5.811140993
1,1,501349,L2,0.4164241,5.811140993
0,1,331100,L2,0.3322141,5.811140993
0,1,376188,L2,0.1408774,5.811140993
1,1,373596,L2,0.3110966,5.811140993
1,1,774770,L2,0.4712385,5.811140993
1,1,187490,L2,0.2376587,5.811140993
0,1,15711,L2,0.4408904,5.811140993
0,1,501349,L2,0.4680369,5.811140993
1,1,316397,L2,0.3487932,5.811140993
1,1,648557,L2,0.5986826,5.811140993
1,1,376188,L2,0.4437644,5.811140993
1,1,85913,L2,0.3806444,5.811140993
0,1,336257,L2,0.5021859,5.811140993
0,1,886168,L2,0.2988699,5.811140993
0,1,572187,L2,0.3359261,5.811140993
1,1,735448,L2,0.3044432,5.811140993
0,1,717501,L2,0.5157368,5.811140993
0,1,767065,L2,0.4209367,5.811140993
1,1,147512,L2,0.312858,5.811140993
1,1,716031,L2,0.5010573,5.811140993
1,1,586804,L2,0.6689989,5.811140993
1,1,3121,L2,0.3937814,5.811140993
1,1,572187,L2,0.2706714,5.811140993
1,1,697760,L2,0.7585424,5.811140993
0,1,783049,L2,0.8721821,5.811140993
0,1,717501,L2,0.991908,5.811140993
0,1,716031,L2,0.8082902,5.811140993
1,1,302458,L2,0.1715833,5.811140993
0,1,998663,L2,0.4087473,5.811140993
1,1,871398,L2,0.3518826,5.811140993
0,1,697259,L2,0.4317448,5.811140993
1,1,774770,L2,0.3320672,5.811140993
1,1,862825,L2,0.3009233,5.811140993
1,1,607827,L2,0.4549491,5.811140993
0,1,929015,L2,0.2331367,5.811140993
1,1,617211,L2,0.5280148,5.811140993
1,1,752128,L2,0.3050988,5.811140993
0,1,447513,L2,0.7217975,5.811140993
1,1,336257,L2,0.4940393,5.811140993
1,1,306328,L2,0.3506379,5.811140993
1,1,767065,L2,1.2653691,5.811140993
0,1,3121,L2,0.6336126,5.811140993
0,1,697760,L2,1.917879,5.811140993
1,1,154393,L2,0.1375787,5.811140993
1,1,187490,L2,0.2399039,5.811140993
1,1,376188,L2,0.4418821,5.811140993
1,1,85913,L2,0.2934758,5.811140993
0,1,871398,L2,0.5224986,5.811140993
0,1,586804,L2,0.342273,5.811140993
1,1,514305,L2,0.2881285,5.811140993
1,1,922683,L2,0.4442374,5.811140993
1,1,331100,L2,0.387142,5.811140993
0,1,302458,L2,0.3014078,5.811140993
1,1,447513,L2,0.6764404,5.811140993
0,1,864280,L2,0.5230886,5.811140993
0,1,735448,L2,0.4308019,5.811140993
1,1,648557,L2,0.4176256,5.811140993
0,1,331100,L2,0.3460038,5.811140993
0,1,901980,L2,0.7673534,5.811140993
1,1,998663,L2,0.3335467,5.811140993
0,1,173085,L2,0.3376542,5.811140993
1,1,216249,L2,0.3084174,5.811140993
1,1,929015,L2,0.7523106,5.811140993
0,1,911462,L2,0.5940185,5.811140993
0,1,917009,L2,0.3067446,5.811140993
1,1,792988,L2,0.5373013,5.811140993
0,1,648557,L2,0.4601748,5.811140993
1,1,716031,L2,0.4183813,5.811140993
1,1,3121,L2,0.4179043,5.811140993
0,1,251621,L2,0.5315836,5.811140993
0,1,572187,L2,0.3012827,5.811140993
1,1,316397,L2,0.3563158,5.811140993
1,1,631538,L2,0.2427188,5.811140993
1,1,544005,L2,0.4287997,5.811140993
0,1,700064,L2,0.2297038,5.811140993
0,1,187490,L2,0.2986126,5.811140993
0,1,631538,L2,0.4591444,5.811140993
1,1,901980,L2,0.3509517,5.811140993
1,1,251621,L2,0.3407548,5.811140993
1,1,672285,L2,0.4047994,5.811140993
0,1,501349,L2,0.3872786,5.811140993
1,1,248930,L2,-0.8780855,5.811140993
0,1,85913,L2,0.4569841,5.811140993
1,1,697259,L2,0.8260289,5.811140993
0,1,336257,L2,0.4413738,5.811140993
1,1,717501,L2,0.5794643,5.811140993
0,1,154393,L2,0.3529438,5.811140993
1,1,159491,L2,0.3608873,5.811140993
0,1,108486,L2,0.5870349,5.811140993
1,1,735448,L2,0.5722239,5.811140993
1,1,964675,L2,0.5377894,5.811140993
0,1,316397,L2,0.3808316,5.811140993
1,1,917009,L2,0.2188644,5.811140993
1,1,173085,L2,0.3152954,5.811140993
1,1,702640,L2,0.4426623,5.811140993
1,1,911462,L2,0.4302012,5.811140993
1,1,373596,L2,0.2479625,5.811140993
0,1,248930,L2,-0.8548203,5.811140993
1,1,886168,L2,0.3164997,5.811140993
0,1,15711,L2,0.4335492,5.811140993
1,1,452163,L2,0.2357212,5.811140993
0,1,790740,L2,0.754242,5.811140993
0,1,183117,L2,0.8015189,5.811140993
1,1,843976,L2,0.2604484,5.811140993
0,1,774770,L2,0.6934903,5.811140993
0,0,514305,L2,0.5929445,5.811140993
1,1,379265,L2,0.3383993,5.811140993
0,1,452163,L2,0.3498428,5.811140993
1,1,586804,L2,0.4419258,5.811140993
0,1,607827,L2,0.7852562,5.811140993
1,1,69771,L2,0.4888953,5.811140993
1,1,572187,L2,0.2278217,5.811140993
0,1,922683,L2,0.5382678,5.811140993
1,1,15711,L2,0.1773816,5.811140993
1,1,700064,L2,0.2296321,5.811140993
1,1,959490,L2,0.4097206,5.811140993
0,1,843976,L2,1.4120631,5.811140993
0,1,959490,L2,0.3328469,5.811140993
1,1,697760,L2,0.6925656,5.811140993
0,1,617211,L2,0.2678745,5.811140993
0,1,379265,L2,0.5002651,5.811140993
1,1,501349,L2,0.2787865,5.811140993
0,1,752128,L2,0.7076649,5.811140993
0,1,964675,L2,0.2710858,5.811140993
0,1,672285,L2,0.4447084,5.811140993
0,1,702640,L2,0.4886972,5.811140993
0,1,373596,L2,0.5498981,5.811140993
0,1,767065,L2,0.6564158,5.811140993
1,1,783049,L2,0.3275897,5.811140993
0,1,69771,L2,0.6248663,5.811140993
0,1,147512,L2,0.7893329,5.811140993
1,1,183117,L2,0.3856235,5.811140993
1,1,864280,L2,0.3217692,5.811140993
0,1,862825,L2,0.3721554,5.811140993
1,1,147512,L2,0.249589,5.811140993
1,1,108486,L2,0.5030618,5.811140993
1,1,790740,L2,0.21995,5.811140993
0,1,159491,L2,0.4170158,5.811140993
0,1,306328,L2,0.514874,5.811140993
0,0,544005,L2,0.3708068,5.811140993
0,1,216249,L2,0.4307803,5.811140993
0,1,792988,L2,0.4275081,5.811140993
1,1,514305,L2,0.2108755,4.574710979
1,1,376188,L2,0.5372966,4.574710979
1,1,700064,L2,0.1197848,4.574710979
1,1,716031,L2,0.4088067,4.574710979
1,1,607827,L2,0.5407391,4.574710979
1,1,173085,L2,0.1125208,4.574710979
1,1,998663,L2,0.1720227,4.574710979
0,1,154393,L2,0.2275969,4.574710979
1,1,251621,L2,0.6572226,4.574710979
1,1,717501,L2,0.4099152,4.574710979
0,1,792988,L2,0.2717306,4.574710979
0,1,702640,L2,0.3758868,4.574710979
1,1,316397,L2,0.2044194,4.574710979
0,1,843976,L2,0.4631781,4.574710979
1,1,108486,L2,0.4415773,4.574710979
1,1,248930,L2,-1.8994729,4.574710979
0,1,607827,L2,0.3313379,4.574710979
0,1,376188,L2,-1.3959116,4.574710979
1,1,85913,L2,0.2887578,4.574710979
1,1,792988,L2,0.1939107,4.574710979
1,1,15711,L2,0.1431612,4.574710979
0,1,617211,L2,0.2735259,4.574710979
0,1,700064,L2,0.2135308,4.574710979
1,1,959490,L2,0.5978634,4.574710979
1,1,373596,L2,0.2360307,4.574710979
0,1,964675,L2,0.1294438,4.574710979
0,1,922683,L2,0.4547009,4.574710979
0,1,183117,L2,0.3773312,4.574710979
0,1,929015,L2,0.1960104,4.574710979
0,1,648557,L2,0.3499027,4.574710979
0,1,862825,L2,0.213803,4.574710979
1,1,964675,L2,0.1849189,4.574710979
1,1,617211,L2,0.3645527,4.574710979
0,1,572187,L2,0.2687001,4.574710979
1,1,501349,L2,0.3255848,4.574710979
0,1,911462,L2,0.286097,4.574710979
0,1,306328,L2,0.3718585,4.574710979
0,1,3121,L2,0.2203316,4.574710979
0,1,159491,L2,0.2738697,4.574710979
0,1,717501,L2,0.2368222,4.574710979
1,1,843976,L2,0.4118107,4.574710979
0,1,331100,L2,0.2661378,4.574710979
0,1,959490,L2,0.5171153,4.574710979
1,1,452163,L2,0.0822004,4.574710979
0,1,790740,L2,0.2756557,4.574710979
0,1,302458,L2,0.4952029,4.574710979
1,1,216249,L2,0.0952089,4.574710979
0,1,248930,L2,-1.7803412,4.574710979
1,1,886168,L2,0.4117576,4.574710979
0,1,901980,L2,0.2865889,4.574710979
0,0,697259,L2,0.4326117,4.574710979
0,1,998663,L2,0.3232733,4.574710979
0,1,316397,L2,0.324193,4.574710979
0,1,336257,L2,0.2949657,4.574710979
0,1,864280,L2,0.3228291,4.574710979
0,1,69771,L2,0.5600215,4.574710979
0,1,735448,L2,0.2913907,4.574710979
1,1,697259,L2,0.2522605,4.574710979
1,1,306328,L2,0.4106205,4.574710979
0,1,15711,L2,0.3362982,4.574710979
1,1,917009,L2,0.1720779,4.574710979
0,1,447513,L2,0.2506632,4.574710979
1,1,331100,L2,0.2219154,4.574710979
1,1,864280,L2,0.279747,4.574710979
0,1,774770,L2,0.3051645,4.574710979
1,1,922683,L2,0.3640235,4.574710979
1,1,871398,L2,0.3076555,4.574710979
1,1,69771,L2,0.2886961,4.574710979
1,1,702640,L2,0.3304588,4.574710979
1,1,697760,L2,0.6759888,4.574710979
0,1,85913,L2,0.4376423,4.574710979
1,1,767065,L2,0.3007256,4.574710979
1,1,3121,L2,0.2742987,4.574710979
1,1,901980,L2,0.09645,4.574710979
1,1,648557,L2,0.4898876,4.574710979
0,1,871398,L2,0.4125106,4.574710979
1,1,790740,L2,0.1403948,4.574710979
0,1,251621,L2,-1.7071005,4.574710979
0,1,672285,L2,0.4352214,4.574710979
1,1,572187,L2,0.2018527,4.574710979
1,1,447513,L2,0.3731292,4.574710979
1,1,544005,L2,0.269317,4.574710979
0,1,767065,L2,0.2530947,4.574710979
1,1,752128,L2,0.1810256,4.574710979
0,1,783049,L2,0.4997827,4.574710979
0,1,716031,L2,0.4637087,4.574710979
1,1,862825,L2,0.1163243,4.574710979
0,0,187490,L2,0.2846157,4.574710979
0,1,216249,L2,0.1462976,4.574710979
1,1,336257,L2,0.2936515,4.574710979
0,1,917009,L2,0.300931,4.574710979
0,1,373596,L2,0.2575593,4.574710979
1,1,631538,L2,0.2906227,4.574710979
0,1,752128,L2,0.1699949,4.574710979
1,1,187490,L2,0.2524584,4.574710979
0,1,586804,L2,0.4528328,4.574710979
1,1,774770,L2,0.7385368,4.574710979
0,1,514305,L2,0.3094821,4.574710979
0,1,379265,L2,0.2827559,4.574710979
0,1,631538,L2,0.4346149,4.574710979
0,1,886168,L2,0.3066632,4.574710979
1,1,911462,L2,0.3005388,4.574710979
1,1,929015,L2,0.4334328,4.574710979
1,1,159491,L2,0.3003385,4.574710979
1,1,379265,L2,0.290567,4.574710979
1,1,783049,L2,0.2131603,4.574710979
1,1,586804,L2,0.3534202,4.574710979
1,1,183117,L2,0.2176867,4.574710979
0,1,501349,L2,0.286295,4.574710979
0,1,544005,L2,0.2710499,4.574710979
0,1,147512,L2,0.219463,4.574710979
1,1,672285,L2,0.247643,4.574710979
0,1,173085,L2,0.3195593,4.574710979
1,1,302458,L2,0.2217385,4.574710979
0,1,452163,L2,0.2839749,4.574710979
1,1,154393,L2,0.1376249,4.574710979
1,1,147512,L2,0.1251509,4.574710979
1,1,735448,L2,0.1617716,4.574710979
0,1,108486,L2,0.2417027,4.574710979
0,1,901980,L2,0.4315117,4.574710979
1,1,700064,L2,0.1023195,4.574710979
1,1,648557,L2,0.5145803,4.574710979
1,1,735448,L2,0.2782083,4.574710979
1,1,248930,L2,-1.9569844,4.574710979
1,1,672285,L2,0.9142243,4.574710979
1,1,15711,L2,0.103167,4.574710979
1,1,379265,L2,0.373007,4.574710979
1,1,544005,L2,0.2678206,4.574710979
1,1,843976,L2,0.2412228,4.574710979
1,1,959490,L2,0.3469021,4.574710979
0,1,790740,L2,0.2597962,4.574710979
0,1,154393,L2,0.2618336,4.574710979
0,1,922683,L2,0.3286432,4.574710979
1,1,447513,L2,0.4751143,4.574710979
0,1,3121,L2,0.3145863,4.574710979
0,1,774770,L2,0.5370519,4.574710979
0,1,700064,L2,-0.19347,4.574710979
0,1,147512,L2,0.6733258,4.574710979
0,1,69771,L2,0.289828,4.574710979
0,1,159491,L2,0.2719023,4.574710979
1,1,251621,L2,0.2934803,4.574710979
0,1,336257,L2,0.5184518,4.574710979
0,1,85913,L2,0.3458632,4.574710979
0,1,752128,L2,0.2210286,4.574710979
0,1,862825,L2,0.1962816,4.574710979
1,1,108486,L2,0.3383758,4.574710979
1,1,631538,L2,0.3047796,4.574710979
1,1,607827,L2,0.3002561,4.574710979
1,1,929015,L2,0.207899,4.574710979
0,1,672285,L2,0.910584,4.574710979
1,1,922683,L2,0.2524692,4.574710979
1,1,336257,L2,0.2467189,4.574710979
0,1,379265,L2,0.4105264,4.574710979
0,1,697259,L2,0.9962848,4.574710979
0,0,886168,L2,0.4974883,4.574710979
1,1,697760,L2,0.4975223,4.574710979
0,1,376188,L2,-1.6638269,4.574710979
0,1,15711,L2,0.4058193,4.574710979
0,0,316397,L2,0.2604081,4.574710979
1,1,586804,L2,0.5152024,4.574710979
1,1,376188,L2,0.4668786,4.574710979
0,0,917009,L2,0.3583096,4.574710979
1,1,183117,L2,0.223575,4.574710979
0,1,373596,L2,0.3466072,4.574710979
0,1,216249,L2,0.3528438,4.574710979
0,1,911462,L2,0.5392193,4.574710979
0,1,792988,L2,0.3497338,4.574710979
0,1,173085,L2,0.4586233,4.574710979
1,1,964675,L2,0.2383698,4.574710979
0,1,183117,L2,1.0194492,4.574710979
0,1,306328,L2,0.3642238,4.574710979
0,1,843976,L2,0.554601,4.574710979
1,1,864280,L2,0.3245453,4.574710979
1,1,306328,L2,0.3261356,4.574710979
1,1,331100,L2,0.1557265,4.574710979
0,1,864280,L2,0.3133718,4.574710979
1,1,147512,L2,0.17783,4.574710979
0,1,108486,L2,0.4914976,4.574710979
1,1,173085,L2,0.1451802,4.574710979
1,1,911462,L2,0.3293265,4.574710979
0,1,767065,L2,0.2429108,4.574710979
1,1,998663,L2,0.2011549,4.574710979
1,1,69771,L2,0.2666822,4.574710979
0,1,964675,L2,0.273437,4.574710979
1,1,316397,L2,0.2187933,4.574710979
1,1,702640,L2,0.1303169,4.574710979
1,1,216249,L2,0.1919584,4.574710979
1,1,501349,L2,0.2322544,4.574710979
1,1,302458,L2,0.2991834,4.574710979
1,1,159491,L2,0.3139807,4.574710979
1,1,790740,L2,0.1010097,4.574710979
0,1,187490,L2,0.2717676,4.574710979
1,0,697259,L2,0.3798076,4.574710979
0,1,572187,L2,0.2631468,4.574710979
0,1,248930,L2,-1.8375632,4.574710979
1,0,514305,L2,0.3916566,4.574710979
1,1,886168,L2,0.3888611,4.574710979
0,1,929015,L2,0.4158224,4.574710979
1,1,717501,L2,0.3159438,4.574710979
1,1,3121,L2,0.2944911,4.574710979
0,1,702640,L2,0.1929463,4.574710979
1,1,917009,L2,0.1029651,4.574710979
0,1,783049,L2,0.2989595,4.574710979
0,1,959490,L2,0.4658602,4.574710979
0,1,717501,L2,0.3549955,4.574710979
1,1,617211,L2,0.2632001,4.574710979
1,1,716031,L2,0.3903306,4.574710979
0,1,998663,L2,0.3647698,4.574710979
1,1,767065,L2,0.1602754,4.574710979
1,1,572187,L2,0.1717887,4.574710979
0,0,648557,L2,0.6847352,4.574710979
0,1,251621,L2,0.4365127,4.574710979
1,1,901980,L2,0.1515378,4.574710979
0,1,735448,L2,0.3087384,4.574710979
1,1,792988,L2,0.4149312,4.574710979
1,1,752128,L2,0.0147725,4.574710979
0,1,452163,L2,0.3307571,4.574710979
0,1,617211,L2,0.2567822,4.574710979
1,1,373596,L2,0.4785201,4.574710979
1,1,452163,L2,0.1759484,4.574710979
0,1,447513,L2,0.3218924,4.574710979
1,1,783049,L2,0.2982902,4.574710979
0,1,631538,L2,0.4892043,4.574710979
0,1,544005,L2,0.3290603,4.574710979
1,1,774770,L2,0.3359963,4.574710979
0,1,716031,L2,0.4801431,4.574710979
1,1,85913,L2,0.2309536,4.574710979
0,1,697760,L2,0.6376067,4.574710979
1,1,154393,L2,0.1574424,4.574710979
0,1,586804,L2,0.4065586,4.574710979
0,1,871398,L2,0.4146543,4.574710979
1,1,187490,L2,0.2628684,4.574710979
0,1,607827,L2,0.4504068,4.574710979
0,1,514305,L2,0.8037133,4.574710979
0,1,331100,L2,0.5890367,4.574710979
0,1,302458,L2,0.3001423,4.574710979
1,1,871398,L2,0.3483613,4.574710979
1,1,862825,L2,0.2570314,4.574710979
0,1,501349,L2,0.3651267,4.574710979
0,1,631538,L2,0.8562685,4.912654886
1,1,862825,L2,0.2166255,4.912654886
0,1,607827,L2,0.6886013,4.912654886
0,1,248930,L2,-0.755517,4.912654886
1,1,929015,L2,0.1439134,4.912654886
1,1,702640,L2,0.7241131,4.912654886
0,1,783049,L2,0.3694949,4.912654886
0,1,871398,L2,0.2277836,4.912654886
1,1,917009,L2,0.2523926,4.912654886
1,1,316397,L2,0.3433567,4.912654886
1,1,331100,L2,0.043272,4.912654886
1,1,108486,L2,0.1514242,4.912654886
1,1,959490,L2,0.3488253,4.912654886
0,1,336257,L2,0.4519238,4.912654886
0,1,964675,L2,0.2455926,4.912654886
0,1,700064,L2,0.191518,4.912654886
0,1,251621,L2,0.6561388,4.912654886
0,1,572187,L2,0.3906107,4.912654886
0,1,702640,L2,0.5341109,4.912654886
1,1,376188,L2,-1.0330703,4.912654886
1,1,607827,L2,0.2254084,4.912654886
1,1,501349,L2,0.2248215,4.912654886
1,1,187490,L2,0.1886259,4.912654886
1,1,544005,L2,0.2155686,4.912654886
1,1,617211,L2,0.4136561,4.912654886
0,1,452163,L2,0.6140106,4.912654886
0,1,183117,L2,0.673645,4.912654886
1,1,216249,L2,0.1416598,4.912654886
0,1,108486,L2,0.3057909,4.912654886
1,1,183117,L2,0.3815199,4.912654886
0,1,922683,L2,0.4457104,4.912654886
1,1,147512,L2,0.184887,4.912654886
1,1,735448,L2,0.2727335,4.912654886
0,1,306328,L2,0.5506345,4.912654886
1,1,843976,L2,0.1734101,4.912654886
1,1,697259,L2,0.3154504,4.912654886
0,1,767065,L2,0.2232433,4.912654886
0,1,735448,L2,0.4415007,4.912654886
1,1,672285,L2,0.4556972,4.912654886
1,1,248930,L2,-1.5746546,4.912654886
1,1,998663,L2,0.2651117,4.912654886
1,1,586804,L2,0.4471732,4.912654886
0,1,774770,L2,0.4076645,4.912654886
0,1,716031,L2,0.3992366,4.912654886
0,1,373596,L2,0.3616658,4.912654886
1,1,251621,L2,0.5900456,4.912654886
0,1,302458,L2,0.4681801,4.912654886
0,1,843976,L2,0.3298884,4.912654886
0,1,697259,L2,0.5360046,4.912654886
0,1,147512,L2,0.5335939,4.912654886
0,1,379265,L2,0.2912133,4.912654886
1,1,901980,L2,0.1987881,4.912654886
1,1,85913,L2,0.3807411,4.912654886
1,1,783049,L2,0.5144267,4.912654886
0,1,187490,L2,0.439081,4.912654886
1,1,648557,L2,0.3102096,4.912654886
0,1,544005,L2,0.3500122,4.912654886
0,1,447513,L2,0.41114,4.912654886
0,1,752128,L2,0.312598,4.912654886
0,1,862825,L2,0.3094187,4.912654886
1,1,447513,L2,0.5570803,4.912654886
0,1,85913,L2,0.4636152,4.912654886
1,1,15711,L2,0.1146203,4.912654886
1,1,173085,L2,0.0339202,4.912654886
1,1,69771,L2,0.3694808,4.912654886
1,1,697760,L2,0.5101288,4.912654886
0,1,959490,L2,0.3412979,4.912654886
0,1,717501,L2,0.5204413,4.912654886
1,1,767065,L2,0.3402344,4.912654886
0,1,376188,L2,-1.3243476,4.912654886
0,1,998663,L2,0.6010499,4.912654886
1,1,514305,L2,0.2372813,4.912654886
1,1,964675,L2,0.8034715,4.912654886
1,1,336257,L2,0.2712919,4.912654886
1,1,452163,L2,0.1591393,4.912654886
0,1,790740,L2,0.3932362,4.912654886
0,1,514305,L2,0.3259686,4.912654886
1,1,774770,L2,0.4127282,4.912654886
0,1,792988,L2,0.3333787,4.912654886
0,1,159491,L2,0.3836493,4.912654886
1,1,306328,L2,0.4606932,4.912654886
0,1,901980,L2,0.2514429,4.912654886
0,1,316397,L2,0.310031,4.912654886
