Pinyin_T,onset,Pinyin,tone,onset.type,syllable,syllable2,syllable3,syllable4,syllable.type,gap_narrow,gap_broad,token frequency,type frequency,Number of gaps,Probability,PND.C_G_V_C,PND.C_G_V_X,NF.C_G_V_C,NF.C_G_V_X
xing3,x,xing,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,18,1343,0,0.678696927,30,26,68336.867,72998.856
xing4,x,xing,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,506,1343,0,0.678696927,30,26,68336.867,72998.856
xiong1,x,xiong,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,46,101,2,0.055733841,15,16,97614.952,91506.214
xiong2,x,xiong,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,55,101,2,0.055733841,15,16,97614.952,91506.214
xiong3,x,xiong,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,101,2,0.055733841,15,16,97614.952,91506.214
xiong4,x,xiong,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,101,2,0.055733841,15,16,97614.952,91506.214
xuan1,x,xuan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,29,309,0,0.126642476,16,14,16247.861,17769.226
xuan2,x,xuan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,3,309,0,0.126642476,16,14,16247.861,17769.226
xuan3,x,xuan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,268,309,0,0.126642476,16,14,16247.861,17769.226
xuan4,x,xuan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,9,309,0,0.126642476,16,14,16247.861,17769.226
xi1,x,xi,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,1460,3053,0,0.603938171,32,27,351377.121,359236.545
xi2,x,xi,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,429,3053,0,0.603938171,32,27,351377.121,359236.545
xi3,x,xi,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,606,3053,0,0.603938171,32,27,351377.121,359236.545
xi4,x,xi,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,558,3053,0,0.603938171,32,27,351377.121,359236.545
xu1,x,xu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,311,688,0,0.312961849,17,16,55881.167,58297.333
xu2,x,xu,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,3,688,0,0.312961849,17,16,55881.167,58297.333
xu3,x,xu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,156,688,0,0.312961849,17,16,55881.167,58297.333
xu4,x,xu,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,218,688,0,0.312961849,17,16,55881.167,58297.333
xin1,x,xin,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1620,2067,2,0.553435185,34,28,27793.998,27882.5
xin2,x,xin,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,2067,2,0.553435185,34,28,27793.998,27882.5
xin3,x,xin,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,2067,2,0.553435185,34,28,27793.998,27882.5
xin4,x,xin,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,447,2067,2,0.553435185,34,28,27793.998,27882.5
xun1,x,xun,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,6,149,1,0,16,14,11170.227,12130.944
xun2,x,xun,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,45,149,1,0,16,14,11170.227,12130.944
xun3,x,xun,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,149,1,0,16,14,11170.227,12130.944
xun4,x,xun,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,98,149,1,0,16,14,11170.227,12130.944
zuo1,z,zuo,1,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,3212,1,0.539335772,31,25,880446.964,881056.921
zuo2,z,zuo,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,51,3212,1,0.539335772,31,25,880446.964,881056.921
zuo3,z,zuo,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,410,3212,1,0.539335772,31,25,880446.964,881056.921
zuo4,z,zuo,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,2751,3212,1,0.539335772,31,25,880446.964,881056.921
zui1,z,zui,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,930,2,0.218275389,27,23,67412.33333,76818.66667
zui2,z,zui,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,930,2,0.218275389,27,23,67412.33333,76818.66667
zui3,z,zui,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,18,930,2,0.218275389,27,23,67412.33333,76818.66667
zui4,z,zui,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,912,930,2,0.218275389,27,23,67412.33333,76818.66667
zuan1,z,zuan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,8,10,2,0.003584597,25,22,26536.056,27273.088
zuan2,z,zuan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,10,2,0.003584597,25,22,26536.056,27273.088
zuan3,z,zuan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,10,2,0.003584597,25,22,26536.056,27273.088
zuan4,z,zuan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,2,10,2,0.003584597,25,22,26536.056,27273.088
zun1,z,zun,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,20,27,2,0,23,20,19983.667,17913.479
zun2,z,zun,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,27,2,0,23,20,19983.667,17913.479
zun3,z,zun,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,27,2,0,23,20,19983.667,17913.479
zun4,z,zun,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,7,27,2,0,23,20,19983.667,17913.479
za1,z,za,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,6,70,2,0.026751713,31,29,225642.327,300528.591
za2,z,za,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,64,70,2,0.026751713,31,29,225642.327,300528.591
za3,z,za,3,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,70,2,0.026751713,31,29,225642.327,300528.591
za4,z,za,4,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,70,2,0.026751713,31,29,225642.327,300528.591
ze1,z,ze,1,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,159,3,0.198387516,26,21,213132.439,232987.784
ze2,z,ze,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,159,159,3,0.198387516,26,21,213132.439,232987.784
ze3,z,ze,3,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,159,3,0.198387516,26,21,213132.439,232987.784
ze4,z,ze,4,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,159,3,0.198387516,26,21,213132.439,232987.784
zi1,z,zi,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,297,2172,1,0.846004662,22,15,151516.47,154818.611
zi2,z,zi,2,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,2172,1,0.846004662,22,15,151516.47,154818.611
zi3,z,zi,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,153,2172,1,0.846004662,22,15,151516.47,154818.611
zi4,z,zi,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,1722,2172,1,0.846004662,22,15,151516.47,154818.611
zu1,z,zu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,38,266,1,0.199423066,36,29,107754.688,93418.318
zu2,z,zu,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,132,266,1,0.199423066,36,29,107754.688,93418.318
zu3,z,zu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,96,266,1,0.199423066,36,29,107754.688,93418.318
zu4,z,zu,4,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,266,1,0.199423066,36,29,107754.688,93418.318
zai1,z,zai,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,28,8507,1,1.107919197,30,29,61020.883,44063.073
zai2,z,zai,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,8507,1,1.107919197,30,29,61020.883,44063.073
zai3,z,zai,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,40,8507,1,1.107919197,30,29,61020.883,44063.073
zai4,z,zai,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,8439,8507,1,1.107919197,30,29,61020.883,44063.073
zao1,z,zao,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,70,463,1,0.162368956,31,30,64787.28,69924.613
zao2,z,zao,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,463,1,0.162368956,31,30,64787.28,69924.613
zao3,z,zao,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,292,463,1,0.162368956,31,30,64787.28,69924.613
zao4,z,zao,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,101,463,1,0.162368956,31,30,64787.28,69924.613
zei1,z,zei,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,1,3,0.000743472,21,15,102365.444,128982.333
zei2,z,zei,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,1,1,3,0.000743472,21,15,102365.444,128982.333
zei3,z,zei,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,1,3,0.000743472,21,15,102365.444,128982.333
zei4,z,zei,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,1,3,0.000743472,21,15,102365.444,128982.333
zou1,z,zou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,1960,2,0.089309564,27,20,156428.042,145005.056
zou2,z,zou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,1960,2,0.089309564,27,20,156428.042,145005.056
zou3,z,zou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,1949,1960,2,0.089309564,27,20,156428.042,145005.056
zou4,z,zou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,11,1960,2,0.089309564,27,20,156428.042,145005.056
zan1,z,zan,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,37,3,0.020379096,32,32,22465.94,40171.759
zan2,z,zan,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,37,3,0.020379096,32,32,22465.94,40171.759
zan3,z,zan,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,37,3,0.020379096,32,32,22465.94,40171.759
zan4,z,zan,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,37,37,3,0.020379096,32,32,22465.94,40171.759
zang1,z,zang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,26,26,2,0.010528093,28,30,22314.375,40339.615
zang2,z,zang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,26,2,0.010528093,28,30,22314.375,40339.615
zang3,z,zang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,26,2,0.010528093,28,30,22314.375,40339.615
zang4,z,zang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,0,26,2,0.010528093,28,30,22314.375,40339.615
zen1,z,zen,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1196,3,0.048153083,19,19,62520.05882,62520.05882
zen2,z,zen,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,1196,3,0.048153083,19,19,62520.05882,62520.05882
zen3,z,zen,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1196,1196,3,0.048153083,19,19,62520.05882,62520.05882
zen4,z,zen,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1196,3,0.048153083,19,19,62520.05882,62520.05882
zeng1,z,zeng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,38,40,2,0.047953939,24,24,17429.2619,17429.2619
zeng2,z,zeng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,40,2,0.047953939,24,24,17429.2619,17429.2619
zeng3,z,zeng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,40,2,0.047953939,24,24,17429.2619,17429.2619
zeng4,z,zeng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,40,2,0.047953939,24,24,17429.2619,17429.2619
zong1,z,zong,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,80,412,1,0.11722959,18,19,16657.467,19781.5
zong2,z,zong,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,412,1,0.11722959,18,19,16657.467,19781.5
zong3,z,zong,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,307,412,1,0.11722959,18,19,16657.467,19781.5
zong4,z,zong,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,25,412,1,0.11722959,18,19,16657.467,19781.5
zhua1,zh,zhua,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,96,96,3,0.00821802,20,18,27025.15,28493.16667
zhua2,zh,zhua,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,96,3,0.00821802,20,18,27025.15,28493.16667
zhua3,zh,zhua,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,96,3,0.00821802,20,18,27025.15,28493.16667
zhua4,zh,zhua,4,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,96,3,0.00821802,20,18,27025.15,28493.16667
zhuo1,zh,zhuo,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,35,47,2,0.029699048,29,27,893648.6667,896686.4848
zhuo2,zh,zhuo,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,12,47,2,0.029699048,29,27,893648.6667,896686.4848
zhuo3,zh,zhuo,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,47,2,0.029699048,29,27,893648.6667,896686.4848
zhuo4,zh,zhuo,4,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,47,2,0.029699048,29,27,893648.6667,896686.4848
zhui1,zh,zhui,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,20,33,2,0.028464353,28,20,87296.214,121744.3
zhui2,zh,zhui,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,33,2,0.028464353,28,20,87296.214,121744.3
zhui3,zh,zhui,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,33,2,0.028464353,28,20,87296.214,121744.3
zhui4,zh,zhui,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,13,33,2,0.028464353,28,20,87296.214,121744.3
zhuan1,zh,zhuan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,242,954,1,0.141671229,31,31,27746.94286,27768.69286
zhuan2,zh,zhuan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,954,1,0.141671229,31,31,27746.94286,27768.69286
zhuan3,zh,zhuan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,493,954,1,0.141671229,31,31,27746.94286,27768.69286
zhuan4,zh,zhuan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,219,954,1,0.141671229,31,31,27746.94286,27768.69286
zhuang1,zh,zhuang,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,206,361,2,0.085167363,21,23,20689.433,20407.758
zhuang2,zh,zhuang,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,361,2,0.085167363,21,23,20689.433,20407.758
zhuang3,zh,zhuang,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,361,2,0.085167363,21,23,20689.433,20407.758
zhuang4,zh,zhuang,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,155,361,2,0.085167363,21,23,20689.433,20407.758
zhun1,zh,zhun,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,141,3,0,26,23,43244.97619,44553.73684
zhun2,zh,zhun,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,141,3,0,26,23,43244.97619,44553.73684
zhun3,zh,zhun,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,141,141,3,0,26,23,43244.97619,44553.73684
zhun4,zh,zhun,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,141,3,0,26,23,43244.97619,44553.73684
zha1,zh,zha,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,2,137,1,0.0134356,31,30,239174.36,254355.9675
zha2,zh,zha,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,10,137,1,0.0134356,31,30,239174.36,254355.9675
zha3,zh,zha,3,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,137,1,0.0134356,31,30,239174.36,254355.9675
zha4,zh,zha,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,125,137,1,0.0134356,31,30,239174.36,254355.9675
zhe1,zh,zhe,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,4,7282,0,1.017135966,27,22,214492.3905,254861.5588
zhe2,zh,zhe,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,56,7282,0,1.017135966,27,22,214492.3905,254861.5588
zhe3,zh,zhe,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,304,7282,0,1.017135966,27,22,214492.3905,254861.5588
zhe4,zh,zhe,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,6918,7282,0,1.017135966,27,22,214492.3905,254861.5588
zhi1,zh,zhi,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,2438,5952,0,1.583568633,20,16,152327.0833,194864.7937
zhi2,zh,zhi,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,1345,5952,0,1.583568633,20,16,152327.0833,194864.7937
zhi3,zh,zhi,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,1390,5952,0,1.583568633,20,16,152327.0833,194864.7937
zhi4,zh,zhi,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,779,5952,0,1.583568633,20,16,152327.0833,194864.7937
zhu1,zh,zhu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,60,1350,0,0.509570342,41,34,87610.6,92865.09091
zhu2,zh,zhu,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,86,1350,0,0.509570342,41,34,87610.6,92865.09091
zhu3,zh,zhu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,468,1350,0,0.509570342,41,34,87610.6,92865.09091
zhu4,zh,zhu,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,736,1350,0,0.509570342,41,34,87610.6,92865.09091
zhai1,zh,zhai,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,20,1,0.018878876,27,25,105107.29,74154.833
zhai2,zh,zhai,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,5,20,1,0.018878876,27,25,105107.29,74154.833
zhai3,zh,zhai,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,9,20,1,0.018878876,27,25,105107.29,74154.833
zhai4,zh,zhai,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,6,20,1,0.018878876,27,25,105107.29,74154.833
zhao1,zh,zhao,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,56,911,0,0.149424579,28,27,64942.417,47955.303
zhao2,zh,zhao,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,6,911,0,0.149424579,28,27,64942.417,47955.303
zhao3,zh,zhao,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,563,911,0,0.149424579,28,27,64942.417,47955.303
zhao4,zh,zhao,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,286,911,0,0.149424579,28,27,64942.417,47955.303
zhou1,zh,zhou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,247,260,1,0.098735726,30,23,164759.92,153268.722
zhou2,zh,zhou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,2,260,1,0.098735726,30,23,164759.92,153268.722
zhou3,zh,zhou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,260,1,0.098735726,30,23,164759.92,153268.722
zhou4,zh,zhou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,11,260,1,0.098735726,30,23,164759.92,153268.722
zhan1,zh,zhan,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,4,912,1,0.216642406,34,34,28595.08333,29526.32051
zhan2,zh,zhan,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,912,1,0.216642406,34,34,28595.08333,29526.32051
zhan3,zh,zhan,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,139,912,1,0.216642406,34,34,28595.08333,29526.32051
zhan4,zh,zhan,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,769,912,1,0.216642406,34,34,28595.08333,29526.32051
zhang1,zh,zhang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,242,669,1,0.24774874,31,32,27218.167,27822.82
zhang2,zh,zhang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,669,1,0.24774874,31,32,27218.167,27822.82
zhang3,zh,zhang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,319,669,1,0.24774874,31,32,27218.167,27822.82
zhang4,zh,zhang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,108,669,1,0.24774874,31,32,27218.167,27822.82
zhen1,zh,zhen,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1431,1659,1,0.203352846,28,27,256673.958,256684.405
zhen2,zh,zhen,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,1659,1,0.203352846,28,27,256673.958,256684.405
zhen3,zh,zhen,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,20,1659,1,0.203352846,28,27,256673.958,256684.405
zhen4,zh,zhen,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,208,1659,1,0.203352846,28,27,256673.958,256684.405
zheng1,zh,zheng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,157,1686,1,0.521890734,27,26,422541.182,422678.015
zheng2,zh,zheng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,1686,1,0.521890734,27,26,422541.182,422678.015
zheng3,zh,zheng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,385,1686,1,0.521890734,27,26,422541.182,422678.015
zheng4,zh,zheng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1144,1686,1,0.521890734,27,26,422541.182,422678.015
zhong1,zh,zhong,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2256,4847,1,1.018304279,22,22,17588.733,17276.083
zhong2,zh,zhong,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4847,1,1.018304279,22,22,17588.733,17276.083
zhong3,zh,zhong,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2113,4847,1,1.018304279,22,22,17588.733,17276.083
zhong4,zh,zhong,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,478,4847,1,1.018304279,22,22,17588.733,17276.083
ne1,n,ne,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,4,0,0.074041837,25,21,336767.091,386169.889
ne2,n,ne,2,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,4,0,0.074041837,25,21,336767.091,386169.889
ne3,n,ne,3,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,4,0,0.074041837,25,21,336767.091,386169.889
ne4,n,ne,4,voiced,CV,CV,CV,CV/CGV,open,Y,N,0,4,0,0.074041837,25,21,336767.091,386169.889
nou1,n,nou,1,voiced,CV,CVG,CVG,CV/CGV,open,Y,Y,0,4,0,0,28,21,202780.2,149202.895
nou2,n,nou,2,voiced,CV,CVG,CVG,CV/CGV,open,Y,Y,0,4,0,0,28,21,202780.2,149202.895
nou3,n,nou,3,voiced,CV,CVG,CVG,CV/CGV,open,Y,Y,0,4,0,0,28,21,202780.2,149202.895
nou4,n,nou,4,voiced,CV,CVG,CVG,CV/CGV,open,Y,N,0,4,0,0,28,21,202780.2,149202.895
nen1,n,nen,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4,0,0.00103555,19,19,111400.882,111400.882
nen2,n,nen,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4,0,0.00103555,19,19,111400.882,111400.882
nen3,n,nen,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4,0,0.00103555,19,19,111400.882,111400.882
nen4,n,nen,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,4,0,0.00103555,19,19,111400.882,111400.882
seng1,s,seng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,4,0,0.001632983,22,22,18661.143,18661.143
seng2,s,seng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4,0,0.001632983,22,22,18661.143,18661.143
seng3,s,seng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4,0,0.001632983,22,22,18661.143,18661.143
seng4,s,seng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4,0,0.001632983,22,22,18661.143,18661.143
reng1,r,reng,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,4,0,0.053782228,23,22,33869.955,35215.048
reng2,r,reng,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,4,0,0.053782228,23,22,33869.955,35215.048
reng3,r,reng,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4,0,0.053782228,23,22,33869.955,35215.048
reng4,r,reng,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4,0,0.053782228,23,22,33869.955,35215.048
jiong1,j,jiong,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,4,0,0.001672812,15,16,55953.738,98042.071
jiong2,j,jiong,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,4,0,0.001672812,15,16,55953.738,98042.071
jiong3,j,jiong,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,4,0,0.001672812,15,16,55953.738,98042.071
jiong4,j,jiong,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,4,0,0.001672812,15,16,55953.738,98042.071
nyue1,n,nyue,1,voiced,CGV,CGV,CGV,CVG/CGVG,open,Y,Y,0,3,1,0.00175247,0,0,0,0
nyue2,n,nyue,2,voiced,CGV,CGV,CGV,CVG/CGVG,open,Y,Y,0,3,1,0.00175247,0,0,0,0
nyue3,n,nyue,3,voiced,CGV,CGV,CGV,CVG/CGVG,open,Y,Y,0,3,1,0.00175247,0,0,0,0
nyue4,n,nyue,4,voiced,CGV,CGV,CGV,CVG/CGVG,open,Y,N,1,3,1,0.00175247,0,0,0,0
lyue1,l,lyue,1,voiced,CGV,CGV,CGV,CVG/CGVG,open,Y,Y,0,3,12,0.021122568,0,0,0,0
lyue2,l,lyue,2,voiced,CGV,CGV,CGV,CVG/CGVG,open,Y,Y,0,3,12,0.021122568,0,0,0,0
