Pinyin_T,onset,Pinyin,tone,onset.type,syllable,syllable2,syllable3,syllable4,syllable.type,gap_narrow,gap_broad,token frequency,type frequency,Number of gaps,Probability,PND.C_G_V_C,PND.C_G_V_X,NF.C_G_V_C,NF.C_G_V_X
heng2,h,heng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,229,232,1,0.025105454,26,25,42691.5,43632.957
heng3,h,heng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,232,1,0.025105454,26,25,42691.5,43632.957
heng4,h,heng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1,232,1,0.025105454,26,25,42691.5,43632.957
hong1,h,hong,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,27,257,2,0.047356506,18,19,15737.438,16210.676
hong2,h,hong,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,230,257,2,0.047356506,18,19,15737.438,16210.676
hong3,h,hong,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,257,2,0.047356506,18,19,15737.438,16210.676
hong4,h,hong,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,257,2,0.047356506,18,19,15737.438,16210.676
jia1,j,jia,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,2912,3537,0,0.647125923,34,31,74525,58094.312
jia2,j,jia,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,8,3537,0,0.647125923,34,31,74525,58094.312
jia3,j,jia,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,167,3537,0,0.647125923,34,31,74525,58094.312
jia4,j,jia,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,450,3537,0,0.647125923,34,31,74525,58094.312
jie1,j,jie,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,1313,3130,0,0.603566435,33,29,137527.126,124238.711
jie2,j,jie,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,949,3130,0,0.603566435,33,29,137527.126,124238.711
jie3,j,jie,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,471,3130,0,0.603566435,33,29,137527.126,124238.711
jie4,j,jie,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,397,3130,0,0.603566435,33,29,137527.126,124238.711
jue1,j,jue,1,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,3606,3,0.21109292,8,8,10579.4,10579.4
jue2,j,jue,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,3606,3606,3,0.21109292,8,8,10579.4,10579.4
jue3,j,jue,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,3606,3,0.21109292,8,8,10579.4,10579.4
jue4,j,jue,4,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,3606,3,0.21109292,8,8,10579.4,10579.4
jiao1,j,jiao,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,623,3874,0,0.495524034,34,30,204043.767,192456.5
jiao2,j,jiao,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,3,3874,0,0.495524034,34,30,204043.767,192456.5
jiao3,j,jiao,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,249,3874,0,0.495524034,34,30,204043.767,192456.5
jiao4,j,jiao,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,2999,3874,0,0.495524034,34,30,204043.767,192456.5
jiu1,j,jiu,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,13,14415,1,0.732811062,35,26,213237.534,346639.247
jiu2,j,jiu,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,14415,1,0.732811062,35,26,213237.534,346639.247
jiu3,j,jiu,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,537,14415,1,0.732811062,35,26,213237.534,346639.247
jiu4,j,jiu,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,13865,14415,1,0.732811062,35,26,213237.534,346639.247
jian1,j,jian,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,868,1883,1,0.723929228,31,28,33451.923,38461.705
jian2,j,jian,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,1883,1,0.723929228,31,28,33451.923,38461.705
jian3,j,jian,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,237,1883,1,0.723929228,31,28,33451.923,38461.705
jian4,j,jian,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,778,1883,1,0.723929228,31,28,33451.923,38461.705
jiang1,j,jiang,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,163,2292,1,0.333526813,29,29,62362.154,66349.154
jiang2,j,jiang,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,2292,1,0.333526813,29,29,62362.154,66349.154
jiang3,j,jiang,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,2080,2292,1,0.333526813,29,29,62362.154,66349.154
jiang4,j,jiang,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,49,2292,1,0.333526813,29,29,62362.154,66349.154
jing1,j,jing,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1519,2298,1,0.614970763,30,27,85545.922,69305.174
jing2,j,jing,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,2298,1,0.614970763,30,27,85545.922,69305.174
jing3,j,jing,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,369,2298,1,0.614970763,30,27,85545.922,69305.174
jing4,j,jing,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,410,2298,1,0.614970763,30,27,85545.922,69305.174
juan1,j,juan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,9,67,1,0.092442767,15,13,19019.9,21345
juan2,j,juan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,67,1,0.092442767,15,13,19019.9,21345
juan3,j,juan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,12,67,1,0.092442767,15,13,19019.9,21345
juan4,j,juan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,46,67,1,0.092442767,15,13,19019.9,21345
ji1,j,ji,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,1288,4991,0,1.574952325,32,28,367827.954,353519.55
ji2,j,ji,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,624,4991,0,1.574952325,32,28,367827.954,353519.55
ji3,j,ji,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,1734,4991,0,1.574952325,32,28,367827.954,353519.55
ji4,j,ji,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,1345,4991,0,1.574952325,32,28,367827.954,353519.55
ju1,j,ju,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,93,708,0,0.399390459,20,19,58210.3,60995.444
ju2,j,ju,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,216,708,0,0.399390459,20,19,58210.3,60995.444
ju3,j,ju,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,42,708,0,0.399390459,20,19,58210.3,60995.444
ju4,j,ju,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,357,708,0,0.399390459,20,19,58210.3,60995.444
jin1,j,jin,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,732,1913,1,0.565078487,32,28,69281.005,53194.046
jin2,j,jin,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,1913,1,0.565078487,32,28,69281.005,53194.046
jin3,j,jin,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,69,1913,1,0.565078487,32,28,69281.005,53194.046
jin4,j,jin,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,1112,1913,1,0.565078487,32,28,69281.005,53194.046
1-Jun,j,jun,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,202,202,3,0.092442767,20,16,14752.917,15625.55
2-Jun,j,jun,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,202,3,0.092442767,20,16,14752.917,15625.55
3-Jun,j,jun,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,202,3,0.092442767,20,16,14752.917,15625.55
4-Jun,j,jun,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,202,3,0.092442767,20,16,14752.917,15625.55
kua1,k,kua,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,40,74,1,0.012054866,19,16,22111.503,31448.992
kua2,k,kua,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,74,1,0.012054866,19,16,22111.503,31448.992
kua3,k,kua,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,10,74,1,0.012054866,19,16,22111.503,31448.992
kua4,k,kua,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,24,74,1,0.012054866,19,16,22111.503,31448.992
kuo1,k,kuo,1,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,17,3,0.021281884,25,23,885571.239,886216.929
kuo2,k,kuo,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,17,3,0.021281884,25,23,885571.239,886216.929
kuo3,k,kuo,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,17,3,0.021281884,25,23,885571.239,886216.929
kuo4,k,kuo,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,17,17,3,0.021281884,25,23,885571.239,886216.929
kuai1,k,kuai,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,718,3,0.082087266,28,25,16532.59314,13695.66667
kuai2,k,kuai,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,718,3,0.082087266,28,25,16532.59314,13695.66667
kuai3,k,kuai,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,718,3,0.082087266,28,25,16532.59314,13695.66667
kuai4,k,kuai,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,718,718,1,0.082087266,28,25,16532.59314,13695.66667
kui1,k,kui,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,41,56,1,0.013634744,28,20,79137.483,125912.55
kui2,k,kui,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,4,56,1,0.013634744,28,20,79137.483,125912.55
kui3,k,kui,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,56,1,0.013634744,28,20,79137.483,125912.55
kui4,k,kui,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,11,56,1,0.013634744,28,20,79137.483,125912.55
kuan1,k,kuan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,24,60,2,0.031610833,32,31,48002.9,51896.303
kuan2,k,kuan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,60,2,0.031610833,32,31,48002.9,51896.303
kuan3,k,kuan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,36,60,2,0.031610833,32,31,48002.9,51896.303
kuan4,k,kuan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,60,2,0.031610833,32,31,48002.9,51896.303
kuang1,k,kuang,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,14,176,1,0.055866604,18,19,9538.367,14954.848
kuang2,k,kuang,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,21,176,1,0.055866604,18,19,9538.367,14954.848
kuang3,k,kuang,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,176,1,0.055866604,18,19,9538.367,14954.848
kuang4,k,kuang,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,141,176,1,0.055866604,18,19,9538.367,14954.848
kun1,k,kun,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,42,96,1,0,23,20,21044.45,19055.38889
kun2,k,kun,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,96,1,0,23,20,21044.45,19055.38889
kun3,k,kun,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,2,96,1,0,23,20,21044.45,19055.38889
kun4,k,kun,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,52,96,1,0,23,20,21044.45,19055.38889
ka1,k,ka,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,43,115,2,0.025742715,29,28,238794.75,245246
ka2,k,ka,2,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,115,2,0.025742715,29,28,238794.75,245246
ka3,k,ka,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,72,115,2,0.025742715,29,28,238794.75,245246
ka4,k,ka,4,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,115,2,0.025742715,29,28,238794.75,245246
ke1,k,ke,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,237,5870,0,0.699261892,30,25,209200.272,249887.5
ke2,k,ke,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,3,5870,0,0.699261892,30,25,209200.272,249887.5
ke3,k,ke,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,4970,5870,0,0.699261892,30,25,209200.272,249887.5
ke4,k,ke,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,660,5870,0,0.699261892,30,25,209200.272,249887.5
ku1,k,ku,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,21,240,1,0.065398976,35,29,75601.475,73350.04762
ku2,k,ku,2,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,240,1,0.065398976,35,29,75601.475,73350.04762
ku3,k,ku,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,181,240,1,0.065398976,35,29,75601.475,73350.04762
ku4,k,ku,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,38,240,1,0.065398976,35,29,75601.475,73350.04762
kai1,k,kai,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,1076,1120,1,0.227542236,25,24,116989.364,107655.1
kai2,k,kai,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,1120,1,0.227542236,25,24,116989.364,107655.1
kai3,k,kai,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,39,1120,1,0.227542236,25,24,116989.364,107655.1
kai4,k,kai,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,5,1120,1,0.227542236,25,24,116989.364,107655.1
kao1,k,kao,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,928,2,0.101497193,25,25,50542.174,54690.591
kao2,k,kao,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,928,2,0.101497193,25,25,50542.174,54690.591
kao3,k,kao,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,782,928,2,0.101497193,25,25,50542.174,54690.591
kao4,k,kao,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,146,928,2,0.101497193,25,25,50542.174,54690.591
kou1,k,kou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,479,2,0.080520664,28,23,144475.009,145266.263
kou2,k,kou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,479,2,0.080520664,28,23,144475.009,145266.263
kou3,k,kou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,453,479,2,0.080520664,28,23,144475.009,145266.263
kou4,k,kou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,26,479,2,0.080520664,28,23,144475.009,145266.263
kan1,k,kan,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,54,3450,1,0.232255317,30,30,18753.125,19525.385
kan2,k,kan,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,3450,1,0.232255317,30,30,18753.125,19525.385
kan3,k,kan,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,37,3450,1,0.232255317,30,30,18753.125,19525.385
kan4,k,kan,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,3359,3450,1,0.232255317,30,30,18753.125,19525.385
kang1,k,kang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,81,124,2,0.039284525,28,29,28001.254,27928.22
kang2,k,kang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,124,2,0.039284525,28,29,28001.254,27928.22
kang3,k,kang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,124,2,0.039284525,28,29,28001.254,27928.22
kang4,k,kang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,43,124,2,0.039284525,28,29,28001.254,27928.22
ken1,k,ken,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,104,3,0.019967532,26,24,92610.476,94460.8
ken2,k,ken,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,104,3,0.019967532,26,24,92610.476,94460.8
ken3,k,ken,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,104,104,3,0.019967532,26,24,92610.476,94460.8
ken4,k,ken,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,104,3,0.019967532,26,24,92610.476,94460.8
keng1,k,keng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,13,13,3,0.001845404,26,25,76764.04,77214.958
keng2,k,keng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,13,3,0.001845404,26,25,76764.04,77214.958
keng3,k,keng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,13,3,0.001845404,26,25,76764.04,77214.958
keng4,k,keng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,13,3,0.001845404,26,25,76764.04,77214.958
kong1,k,kong,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,168,398,1,0.127200079,17,18,15672.438,15064.765
kong2,k,kong,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,398,1,0.127200079,17,18,15672.438,15064.765
kong3,k,kong,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,160,398,1,0.127200079,17,18,15672.438,15064.765
kong4,k,kong,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,70,398,1,0.127200079,17,18,15672.438,15064.765
lia1,l,lia,1,voiced,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,9,3,0.002469389,27,25,56582.35417,56966.59829
lia2,l,lia,2,voiced,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,9,3,0.002469389,27,25,56582.35417,56966.59829
lia3,l,lia,3,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,9,9,3,0.002469389,27,25,56582.35417,56966.59829
lia4,l,lia,4,voiced,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,9,3,0.002469389,27,25,56582.35417,56966.59829
lie1,l,lie,1,voiced,CGV,CGV,CGV,CV/CGV,open,Y,N,0,106,3,0.075117216,27,24,124419.9,124805.176
lie2,l,lie,2,voiced,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,106,3,0.075117216,27,24,124419.9,124805.176
lie3,l,lie,3,voiced,CGV,CGV,CGV,CV/CGV,open,Y,N,0,106,3,0.075117216,27,24,124419.9,124805.176
lie4,l,lie,4,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,106,106,3,0.075117216,27,24,124419.9,124805.176
luo1,l,luo,1,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,3,130,0,0.085897559,26,24,888504.6,888515.35
luo2,l,luo,2,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,36,130,0,0.085897559,26,24,888504.6,888515.35
luo3,l,luo,3,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,1,130,0,0.085897559,26,24,888504.6,888515.35
luo4,l,luo,4,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,90,130,0,0.085897559,26,24,888504.6,888515.35
liao1,l,liao,1,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,518,1,0.142640398,27,23,141042.3333,170787.6429
liao2,l,liao,2,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,209,518,1,0.142640398,27,23,141042.3333,170787.6429
liao3,l,liao,3,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,203,518,1,0.142640398,27,23,141042.3333,170787.6429
liao4,l,liao,4,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,106,518,1,0.142640398,27,23,141042.3333,170787.6429
liu1,l,liu,1,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,15,698,0,0.21605825,31,21,162772.916,205800.622
liu2,l,liu,2,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,311,698,0,0.21605825,31,21,162772.916,205800.622
liu3,l,liu,3,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,1,698,0,0.21605825,31,21,162772.916,205800.622
liu4,l,liu,4,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,371,698,0,0.21605825,31,21,162772.916,205800.622
lian1,l,lian,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,651,1,0.20112243,13,14,12273.41667,12019.66667
lian2,l,lian,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,464,651,1,0.20112243,13,14,12273.41667,12019.66667
lian3,l,lian,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,40,651,1,0.20112243,13,14,12273.41667,12019.66667
lian4,l,lian,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,147,651,1,0.20112243,13,14,12273.41667,12019.66667
liang1,l,liang,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,1123,1,0.300017472,28,23,30945.97917,32545.26667
liang2,l,liang,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,62,1123,1,0.300017472,28,23,30945.97917,32545.26667
liang3,l,liang,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,855,1123,1,0.300017472,28,23,30945.97917,32545.26667
liang4,l,liang,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,206,1123,1,0.300017472,28,23,30945.97917,32545.26667
ling1,l,ling,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1,505,0,0.213402993,30,26,68710.673,70941.168
ling2,l,ling,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,209,505,0,0.213402993,30,26,68710.673,70941.168
ling3,l,ling,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,67,505,0,0.213402993,30,26,68710.673,70941.168
ling4,l,ling,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,228,505,0,0.213402993,30,26,68710.673,70941.168
luan1,l,luan,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,95,1,0.021255331,24,24,28563.55263,28563.55263
luan2,l,luan,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1,95,1,0.021255331,24,24,28563.55263,28563.55263
luan3,l,luan,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1,95,1,0.021255331,24,24,28563.55263,28563.55263
luan4,l,luan,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,93,95,1,0.021255331,24,24,28563.55263,28563.55263
lun1,l,lun,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,153,2,0,24,24,15433.147,15433.147
lun2,l,lun,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,64,153,2,0,24,24,15433.147,15433.147
lun3,l,lun,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,153,2,0,24,24,15433.147,15433.147
lun4,l,lun,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,89,153,2,0,24,24,15433.147,15433.147
la1,l,la,1,voiced,CV,CV,CV,CV/CGV,open,N,N,177,188,1,0.060101739,32,30,247837.704,291160.406
la2,l,la,2,voiced,CV,CV,CV,CV/CGV,open,Y,N,0,188,1,0.060101739,32,30,247837.704,291160.406
la3,l,la,3,voiced,CV,CV,CV,CV/CGV,open,N,N,2,188,1,0.060101739,32,30,247837.704,291160.406
la4,l,la,4,voiced,CV,CV,CV,CV/CGV,open,N,N,9,188,1,0.060101739,32,30,247837.704,291160.406
le1,l,le,1,voiced,CV,CV,CV,CV/CGV,open,Y,N,0,170,3,0.761288692,28,23,151824.8587,173594.6389
le2,l,le,2,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,170,3,0.761288692,28,23,151824.8587,173594.6389
le3,l,le,3,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,170,3,0.761288692,28,23,151824.8587,173594.6389
le4,l,le,4,voiced,CV,CV,CV,CV/CGV,open,N,N,170,170,3,0.761288692,28,23,151824.8587,173594.6389
li1,l,li,1,voiced,CV,CV,CV,CV/CGV,open,N,N,3,3564,0,1.087699416,44,32,356964.091,377823.158
li2,l,li,2,voiced,CV,CV,CV,CV/CGV,open,N,N,201,3564,0,1.087699416,44,32,356964.091,377823.158
li3,l,li,3,voiced,CV,CV,CV,CV/CGV,open,N,N,2102,3564,0,1.087699416,44,32,356964.091,377823.158
li4,l,li,4,voiced,CV,CV,CV,CV/CGV,open,N,N,1258,3564,0,1.087699416,44,32,356964.091,377823.158
lu1,l,lu,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,3156,2,0.231339253,36,31,109367.653,113985.72
lu2,l,lu,2,voiced,CV,CV,CV,CV/CGV,open,Y,N,2,3156,2,0.231339253,36,31,109367.653,113985.72
lu3,l,lu,3,voiced,CV,CV,CV,CV/CGV,open,N,N,25,3156,2,0.231339253,36,31,109367.653,113985.72
lu4,l,lu,4,voiced,CV,CV,CV,CV/CGV,open,N,N,3129,3156,2,0.231339253,36,31,109367.653,113985.72
lyu1,l,lyu,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,487,2,0.13666607,27,19,119892.5294,138016.4167
lyu2,l,lyu,2,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,487,2,0.13666607,27,19,119892.5294,138016.4167
lyu3,l,lyu,3,voiced,CV,CV,CV,CV/CGV,open,N,N,218,487,2,0.13666607,27,19,119892.5294,138016.4167
lyu4,l,lyu,4,voiced,CV,CV,CV,CV/CGV,open,N,N,269,487,2,0.13666607,27,19,119892.5294,138016.4167
lai1,l,lai,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,4151,2,0.529232519,29,25,111712.2667,72435.76667
lai2,l,lai,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,4121,4151,2,0.529232519,29,25,111712.2667,72435.76667
lai3,l,lai,3,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,4151,2,0.529232519,29,25,111712.2667,72435.76667
lai4,l,lai,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,30,4151,2,0.529232519,29,25,111712.2667,72435.76667
lao1,l,lao,1,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,4,931,1,0.159740252,31,27,90306.5,70792.78571
lao2,l,lao,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,194,931,1,0.159740252,31,27,90306.5,70792.78571
lao3,l,lao,3,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,733,931,1,0.159740252,31,27,90306.5,70792.78571
lao4,l,lao,4,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,931,1,0.159740252,31,27,90306.5,70792.78571
